   238/299        0G   0.01831   0.00767         0   0.02598         2       640    0.5261         1    0.9913    0.7767   0.01332  0.006338         0
   239/299        0G   0.01897  0.007585         0   0.02655         1       640    0.4912         1    0.9913    0.7798   0.01314  0.006708         0
   240/299        0G     0.017  0.006512         0   0.02351         1       640    0.5241         1    0.9928    0.7627   0.01415  0.006221         0
   241/299        0G   0.01898  0.007549         0   0.02653         4       640    0.5069         1    0.9931    0.7983   0.01284  0.006419         0
   242/299        0G    0.0199  0.008045         0   0.02794         5       640    0.4829         1    0.9927    0.8023   0.01269  0.006626         0
   243/299        0G   0.01717  0.006954         0   0.02413         1       640    0.4959         1    0.9929    0.7975   0.01294  0.006637         0
   244/299        0G    0.0179  0.007246         0   0.02515         2       640    0.4986         1    0.9926    0.7988   0.01265  0.006706         0
   245/299        0G   0.01893  0.007496         0   0.02643         2       640    0.5122         1     0.994    0.7915   0.01301   0.00632         0
   246/299        0G   0.01796  0.007794         0   0.02575         3       640    0.5066         1    0.9941    0.7881   0.01283  0.006396         0
   247/299        0G   0.01868  0.006973         0   0.02565         0       640    0.5442         1    0.9946    0.7906   0.01276  0.006038         0
   248/299        0G   0.01777  0.007388         0   0.02515         1       640     0.539         1    0.9943    0.7967   0.01286  0.006228         0
   249/299        0G   0.01816   0.00707         0   0.02523         2       640    0.5475         1    0.9943    0.7979   0.01284  0.006248         0
   250/299        0G   0.02008  0.007713         0   0.02779         1       640    0.5284         1    0.9935    0.8002   0.01256   0.00655         0
   251/299        0G   0.01935   0.00672         0   0.02607         3       640    0.5587         1    0.9943     0.794   0.01297  0.006095         0
   252/299        0G   0.01913  0.007636         0   0.02677         2       640    0.5442         1    0.9937    0.8007    0.0127  0.006226         0
   253/299        0G   0.01689  0.006358         0   0.02324         3       640    0.5211         1    0.9933    0.7904    0.0127  0.006339         0
   254/299        0G   0.01855  0.007073         0   0.02562         2       640    0.5421         1    0.9932     0.794   0.01297  0.006187         0
   255/299        0G   0.01984  0.007888         0   0.02773         1       640    0.5228         1    0.9938    0.7928   0.01292  0.006205         0
   256/299        0G     0.022  0.008223         0   0.03023         5       640    0.5548         1    0.9948     0.784   0.01309  0.005981         0
   257/299        0G   0.01795  0.007387         0   0.02534         2       640    0.5372         1    0.9945    0.7946   0.01308  0.006083         0
   258/299        0G   0.01821  0.007737         0   0.02595         4       640    0.5416         1     0.994    0.7907   0.01293  0.006213         0
   259/299        0G   0.02054  0.007471         0   0.02801         3       640    0.5383         1    0.9938    0.7802   0.01322  0.006095         0
   260/299        0G   0.01834  0.007318         0   0.02566         4       640    0.5573         1    0.9945    0.7864   0.01343  0.006022         0
   261/299        0G   0.01767  0.007313         0   0.02499         3       640    0.5473         1    0.9947    0.7904    0.0131   0.00597         0
   262/299        0G   0.01712  0.007997         0   0.02512         1       640    0.5497         1    0.9946    0.7835   0.01291  0.005959         0
   263/299        0G   0.01697  0.007123         0   0.02409         1       640    0.5874         1    0.9952    0.7933   0.01296  0.005795         0
   264/299        0G   0.01778  0.006793         0   0.02457         2       640    0.6002         1    0.9951    0.7974   0.01289  0.005843         0
   265/299        0G   0.01679  0.006316         0   0.02311         1       640    0.5689         1    0.9949    0.7866    0.0128  0.005801         0
   266/299        0G   0.01895  0.008153         0    0.0271         3       640    0.5785         1    0.9944    0.7765   0.01273  0.005709         0
   267/299        0G   0.01705  0.007196         0   0.02424         4       640    0.5126         1    0.9931    0.7727   0.01269  0.006211         0
   268/299        0G   0.01799  0.007873         0   0.02587         1       640     0.498         1    0.9937    0.7741   0.01303  0.006298         0
   269/299        0G    0.0181  0.007448         0   0.02555         2       640    0.5035         1    0.9929    0.7853   0.01298   0.00635         0
   270/299        0G    0.0184  0.006932         0   0.02533         3       640    0.4536         1    0.9912    0.7758    0.0132  0.006686         0
   271/299        0G   0.01677  0.006551         0   0.02332         2       640    0.4834         1     0.993    0.7787   0.01284   0.00647         0
   272/299        0G   0.01794   0.00766         0    0.0256         1       640     0.516         1     0.994    0.7924   0.01274  0.006024         0
   273/299        0G   0.01886  0.007402         0   0.02626         3       640    0.4933         1    0.9935    0.7894   0.01269   0.00625         0
   274/299        0G   0.01842  0.007092         0   0.02551         2       640    0.4857         1    0.9934    0.7769   0.01279  0.006185         0
   275/299        0G   0.01739  0.007244         0   0.02464         1       640     0.509         1    0.9935    0.8027   0.01255  0.006146         0
   276/299        0G   0.01854  0.006997         0   0.02554         1       640    0.5184         1    0.9941    0.8002   0.01268  0.006074         0
   277/299        0G   0.01654  0.006916         0   0.02346         1       640    0.5437         1    0.9951    0.8034   0.01243  0.005786         0
   278/299        0G   0.01887  0.007596         0   0.02647         4       640     0.572         1    0.9951    0.7989   0.01252  0.005682         0
   279/299        0G   0.01777   0.00669         0   0.02446         1       640    0.5541         1    0.9949    0.8065   0.01229  0.005748         0
   280/299        0G   0.01674  0.007378         0   0.02412         3       640    0.5827         1    0.9951     0.811   0.01213  0.005546         0
   281/299        0G   0.01792  0.006741         0   0.02466         1       640    0.5757         1    0.9951    0.8017    0.0124  0.005597         0
   282/299        0G   0.01611  0.007035         0   0.02315         2       640    0.5576         1    0.9951    0.8092    0.0121  0.005605         0
   283/299        0G   0.01973    0.0081         0   0.02783         1       640    0.5782         1    0.9951    0.8011   0.01238  0.005556         0
   284/299        0G   0.01697  0.006875         0   0.02384         2       640    0.5791         1    0.9951    0.7942   0.01247  0.005681         0
   285/299        0G   0.01873  0.007072         0    0.0258         5       640    0.5864         1    0.9951    0.7985   0.01258  0.005543         0
   286/299        0G   0.01827  0.007426         0    0.0257         2       640    0.5898         1    0.9952    0.8051   0.01257  0.005569         0
   287/299        0G   0.01847  0.007601         0   0.02607         5       640    0.5849         1     0.995    0.7976   0.01254  0.005519         0
   288/299        0G   0.01919   0.00807         0   0.02726         2       640    0.5509         1    0.9951    0.7904   0.01264  0.005714         0
   289/299        0G   0.01777  0.006884         0   0.02465         2       640     0.616         1    0.9951    0.7978   0.01244  0.005384         0
   290/299        0G   0.01766  0.007275         0   0.02493         1       640    0.6115         1    0.9951    0.7998   0.01251  0.005375         0
   291/299        0G   0.01828  0.008248         0   0.02653         2       640    0.5853         1    0.9946    0.8131   0.01238  0.005548         0
   292/299        0G   0.01915  0.007823         0   0.02697         4       640    0.5782         1    0.9946    0.8019   0.01292  0.005647         0
   293/299        0G   0.01725  0.007162         0   0.02442         4       640    0.5749         1    0.9944    0.8049   0.01242  0.005654         0
   294/299        0G   0.01785   0.00733         0   0.02518         3       640    0.5275         1    0.9946    0.7988   0.01242  0.005837         0
   295/299        0G   0.01613  0.006927         0   0.02306         2       640    0.5828         1    0.9947    0.7968   0.01239  0.005645         0
   296/299        0G   0.01808  0.006854         0   0.02493         1       640    0.5665         1    0.9949    0.8083   0.01212  0.005681         0
   297/299        0G   0.01977  0.008423         0    0.0282         1       640    0.5804         1    0.9949    0.8041   0.01213  0.005634         0
   298/299        0G   0.01701  0.006913         0   0.02392         4       640    0.5766         1    0.9948    0.7995   0.01227  0.005707         0
   299/299        0G   0.01658  0.006521         0    0.0231         2       640    0.5919         1    0.9949    0.7916   0.01252  0.005637         0
