    54/299        0G    0.0392   0.01194         0   0.05114         0       640    0.2471    0.9478    0.7281    0.3164   0.03352   0.01048         0
    55/299        0G   0.03884   0.01228         0   0.05113         3       640    0.2731    0.9391    0.7897    0.3476   0.03252   0.01038         0
    56/299        0G   0.04325    0.0125         0   0.05576         3       640    0.2682    0.9217    0.7669    0.2943   0.03495   0.01026         0
    57/299        0G   0.04292   0.01328         0    0.0562         2       640     0.358    0.9602    0.8426    0.3592   0.03186  0.009874         0
    58/299        0G   0.04023   0.01155         0   0.05178         2       640    0.3332    0.9565    0.7944    0.3197   0.03302   0.00993         0
    59/299        0G    0.0403   0.01157         0   0.05187         5       640    0.3478    0.9304    0.7559    0.3052   0.03292  0.009387         0
    60/299        0G   0.04052   0.01272         0   0.05324         1       640    0.3031    0.9565    0.8278    0.3864    0.0304   0.01009         0
    61/299        0G   0.04037   0.01278         0   0.05315         1       640    0.2608    0.9478    0.7476    0.3073   0.03056   0.01044         0
    62/299        0G   0.03637    0.0116         0   0.04797         3       640    0.2454    0.9826    0.8136    0.3578   0.02945  0.009998         0
    63/299        0G   0.03628   0.01148         0   0.04776         1       640    0.2867    0.9565    0.8532    0.4259   0.02879  0.009815         0
    64/299        0G   0.03458   0.01163         0   0.04621         3       640    0.3209    0.9739    0.8647    0.4083   0.02869  0.009853         0
    65/299        0G   0.03722   0.01181         0   0.04903         2       640    0.3083    0.9826     0.882    0.3901   0.02948  0.009804         0
    66/299        0G   0.03576   0.01189         0   0.04766         4       640    0.2934    0.9565    0.8583    0.4158   0.02835  0.009567         0
    67/299        0G   0.04043   0.01162         0   0.05204         4       640    0.2407    0.9478    0.6346    0.1786   0.03894  0.009581         0
    68/299        0G    0.0434   0.01113         0   0.05454         2       640     0.329    0.9739    0.8327    0.3314   0.03333  0.009091         0
    69/299        0G   0.04117   0.01152         0    0.0527         3       640    0.3146    0.9565    0.8068    0.3593   0.03096   0.00964         0
    70/299        0G   0.03797   0.01379         0   0.05176         2       640    0.3308         1    0.8981    0.3859   0.02806  0.009679         0
    71/299        0G   0.03312   0.01143         0   0.04455         1       640    0.2734    0.9826    0.8052    0.3437   0.03067   0.00925         0
    72/299        0G   0.03519   0.01092         0   0.04612         1       640    0.3152         1    0.9175    0.4425   0.02731  0.009147         0
    73/299        0G   0.03879   0.01184         0   0.05063         1       640    0.3274    0.9826    0.7881    0.3052   0.03034  0.009239         0
    74/299        0G   0.03459   0.01176         0   0.04636         4       640    0.3081    0.9826    0.8537     0.409   0.02751  0.009467         0
    75/299        0G   0.03734   0.01236         0   0.04971         3       640    0.3046    0.9739    0.8693    0.3595    0.0302  0.009739         0
    76/299        0G   0.03803   0.01219         0   0.05022         2       640    0.3423    0.9739    0.8805    0.3893   0.03042  0.009015         0
    77/299        0G   0.03832   0.01189         0    0.0502         4       640    0.3488    0.9826    0.8887      0.44   0.02826  0.009339         0
    78/299        0G   0.04011   0.01204         0   0.05215         1       640     0.301    0.9826    0.8083    0.3642   0.02968  0.009348         0
    79/299        0G   0.03798   0.01042         0   0.04841         2       640    0.3193    0.9913    0.8615    0.3871   0.02875  0.009208         0
    80/299        0G   0.03453   0.01096         0   0.04549         1       640    0.2896    0.9826    0.7854    0.3574   0.02814  0.009557         0
    81/299        0G   0.03653   0.01278         0   0.04931         1       640    0.2527    0.9739    0.8746    0.3917   0.02787   0.01024         0
    82/299        0G   0.03481   0.01107         0   0.04588         2       640     0.291         1    0.9222    0.4493   0.02653  0.009321         0
    83/299        0G   0.03464   0.01082         0   0.04545         1       640    0.2781    0.9826      0.89    0.3888   0.03013  0.009697         0
    84/299        0G   0.03589   0.01056         0   0.04645         4       640    0.2746    0.9913    0.9136    0.4063   0.03032  0.009855         0
    85/299        0G   0.03506   0.01108         0   0.04613         4       640    0.2965    0.9391    0.8626    0.3682   0.03094  0.009394         0
    86/299        0G   0.03597   0.01002         0   0.04598         1       640    0.2654    0.9391    0.8711    0.4165   0.02782   0.01058         0
    87/299        0G   0.03524   0.01097         0   0.04621         4       640    0.2953    0.9565    0.8894    0.4258   0.02872  0.009295         0
    88/299        0G   0.03299    0.0108         0    0.0438         0       640    0.3609    0.9739    0.9498    0.5167   0.02564  0.008665         0
    89/299        0G   0.03169    0.0103         0   0.04199         0       640    0.3149    0.9739    0.9027    0.4647   0.02746   0.00886         0
    90/299        0G   0.03374   0.01025         0   0.04399         2       640    0.3129    0.9478    0.9133    0.4806   0.02758  0.009224         0
    91/299        0G   0.03352   0.01122         0   0.04474         1       640    0.3341    0.9652    0.9414    0.5136   0.02601  0.009165         0
    92/299        0G   0.03171  0.009541         0   0.04125         3       640    0.3939    0.9826    0.9211    0.4634   0.02732  0.008229         0
    93/299        0G   0.03334    0.0114         0   0.04474         0       640    0.3544    0.9826    0.9458    0.4838   0.02709  0.008716         0
    94/299        0G   0.03022  0.009479         0    0.0397         1       640    0.3487    0.9826     0.949    0.5082   0.02599  0.008688         0
    95/299        0G   0.03855   0.01016         0   0.04871         1       640    0.3101         1    0.9011    0.3729    0.0317  0.008567         0
    96/299        0G    0.0345  0.009716         0   0.04421         1       640    0.3049    0.9913    0.8605    0.3714    0.0278  0.008596         0
    97/299        0G   0.03424   0.01051         0   0.04475         4       640    0.3066    0.9826    0.8738    0.4703   0.02573  0.009147         0
    98/299        0G   0.03409   0.01145         0   0.04554         1       640    0.4029    0.9826    0.9165    0.4877   0.02736  0.008381         0
    99/299        0G   0.03113   0.01015         0   0.04128         1       640    0.3874    0.9826    0.9402    0.5275   0.02446  0.008227         0
   100/299        0G   0.03263   0.00948         0   0.04211         2       640    0.3352    0.9739    0.9136    0.3956   0.02777  0.008671         0
   101/299        0G   0.03393   0.01199         0   0.04591         2       640    0.3803    0.9739    0.9379    0.5242   0.02413  0.008038         0
   102/299        0G   0.02985   0.00914         0   0.03899         1       640    0.3252    0.9913    0.9359    0.5385   0.02428  0.008256         0
   103/299        0G   0.03593   0.01165         0   0.04758         3       640    0.3735    0.9826    0.9559    0.4425   0.02804  0.007943         0
   104/299        0G   0.03725   0.01006         0   0.04731         0       640    0.3529    0.9739    0.9179    0.3711   0.02894  0.008362         0
   105/299        0G   0.03544   0.01061         0   0.04604         3       640    0.3864    0.9652     0.907    0.4991   0.02496  0.008186         0
   106/299        0G   0.03166   0.01108         0   0.04274         3       640    0.4059    0.9478    0.8988    0.4569     0.027  0.008476         0
   107/299        0G   0.03267  0.009643         0   0.04232         1       640    0.3774    0.9739    0.9461    0.5113    0.0245   0.00825         0
   108/299        0G    0.0307    0.0107         0    0.0414         2       640    0.3856    0.9739    0.9609     0.553   0.02295  0.008319         0
   109/299        0G   0.02924   0.01095         0   0.04018         2       640    0.3338    0.9826    0.9117    0.5095   0.02419  0.008595         0
   110/299        0G   0.02921  0.008903         0   0.03811         2       640    0.3445    0.9739    0.9567    0.5697   0.02384  0.008291         0
   111/299        0G   0.03377    0.0108         0   0.04457         1       640    0.3744    0.9739    0.9511    0.5766   0.02409  0.008238         0
   112/299        0G   0.03138   0.01086         0   0.04225         1       640    0.3606    0.9826     0.953    0.5404    0.0236   0.00823         0
   113/299        0G   0.03219   0.01011         0    0.0423         3       640    0.4164    0.9913    0.9678    0.5383   0.02435  0.007499         0
   114/299        0G   0.02993   0.01021         0   0.04014         2       640    0.3976         1    0.9813    0.5531   0.02387  0.007756         0
   115/299        0G   0.03043   0.01075         0   0.04117         4       640    0.4467         1     0.983    0.5649   0.02227  0.007544         0
   116/299        0G   0.03086   0.01035         0   0.04121         3       640    0.4181         1    0.9886    0.6074   0.02159  0.007486         0
   117/299        0G   0.03094   0.01006         0     0.041         2       640    0.3652         1    0.9879    0.5026   0.02433  0.007569         0
   118/299        0G   0.02989  0.009463         0   0.03935         1       640    0.3878         1     0.988    0.5564   0.02318  0.007709         0
   119/299        0G   0.03148   0.01083         0   0.04231         1       640    0.3332         1    0.9708    0.5466   0.02377  0.008331         0
   120/299        0G   0.02852   0.00985         0   0.03837         3       640    0.3484         1    0.9727    0.5344   0.02374  0.008279         0
   121/299        0G   0.03094   0.01008         0   0.04103         1       640    0.3514    0.9913    0.9714    0.5832   0.02344  0.008705         0
   122/299        0G   0.02867  0.009679         0   0.03835         2       640    0.3865         1    0.9832    0.6374   0.02117  0.008208         0
   123/299        0G   0.02842  0.009093         0   0.03751         3       640    0.4011    0.9913    0.9527    0.5266    0.0247  0.008528         0
   124/299        0G   0.02974   0.01025         0   0.03999         1       640    0.3523    0.9826    0.9762    0.6084   0.02086  0.008964         0
   125/299        0G   0.03105  0.009037         0   0.04008         0       640    0.3297    0.9913    0.9886    0.5735   0.02316  0.008885         0
   126/299        0G   0.02894   0.01041         0   0.03935         3       640     0.384         1    0.9922    0.5803   0.02125  0.008179         0
   127/299        0G   0.02698   0.01008         0   0.03706         4       640    0.3545         1     0.992    0.5859   0.02167  0.008533         0
   128/299        0G   0.03349  0.009262         0   0.04275         1       640    0.3716    0.9826    0.9466    0.4512   0.02742  0.007969         0
   129/299        0G   0.03399  0.008978         0   0.04297         2       640    0.3978         1    0.9853     0.508   0.02328  0.008219         0
   130/299        0G   0.02824  0.009467         0   0.03771         0       640    0.3979         1    0.9893    0.5875    0.0216  0.008031         0
   131/299        0G   0.02731  0.009346         0   0.03665         3       640    0.4439    0.9913    0.9859    0.6043   0.02142  0.007663         0
   132/299        0G   0.02966  0.009745         0    0.0394         2       640    0.3994         1    0.9868    0.6074   0.02079  0.007738         0
   133/299        0G   0.02777  0.008393         0   0.03616         1       640    0.3652         1    0.9864    0.6067   0.02162  0.008033         0
   134/299        0G   0.03242  0.009554         0   0.04197         1       640    0.4087         1    0.9903    0.5515   0.02319  0.007987         0
   135/299        0G   0.02994  0.008825         0   0.03877         1       640     0.384         1    0.9563    0.5013   0.02441  0.008171         0
   136/299        0G   0.03085   0.00911         0   0.03996         2       640    0.3849         1    0.9552    0.5666   0.02166  0.008015         0
   137/299        0G   0.02666  0.008395         0   0.03505         0       640    0.4137         1    0.9653    0.6231   0.02014  0.008244         0
   138/299        0G   0.02618  0.008419         0    0.0346         1       640    0.3881         1    0.9764    0.6275   0.01976  0.008232         0
   139/299        0G   0.02738  0.009793         0   0.03718         4       640    0.3707         1    0.9837    0.6511   0.01973  0.008278         0
   140/299        0G   0.02654  0.008576         0   0.03511         5       640    0.3592         1    0.9838    0.6427   0.01971  0.008057         0
   141/299        0G   0.02701  0.009512         0   0.03652         1       640    0.4005         1    0.9914    0.6579   0.01968  0.007701         0
   142/299        0G   0.02476  0.008059         0   0.03282         1       640    0.3926         1    0.9904    0.5873   0.02149  0.007886         0
   143/299        0G    0.0285  0.009328         0   0.03783         3       640    0.4483         1    0.9915    0.6407   0.01905  0.007618         0
   144/299        0G   0.02541  0.009349         0   0.03476         4       640     0.438         1    0.9919    0.6441   0.01981  0.007631         0
   145/299        0G    0.0257  0.008953         0   0.03465         1       640    0.4568         1    0.9916    0.6618   0.01913    0.0076         0
   146/299        0G   0.02667   0.01012         0   0.03679         4       640    0.4444         1    0.9923    0.6584   0.01929  0.007414         0
   147/299        0G   0.02602  0.008338         0   0.03435         1       640    0.4085         1    0.9938    0.6654   0.01906  0.007453         0
   148/299        0G   0.02636   0.00983         0   0.03619         2       640    0.4239         1    0.9813    0.5622   0.02286  0.007692         0
   149/299        0G   0.02819  0.009206         0    0.0374         3       640    0.4166         1    0.9889    0.6681   0.01912  0.007532         0
   150/299        0G   0.02556  0.009044         0    0.0346         4       640    0.4474         1    0.9927    0.6816   0.01782  0.007414         0
   151/299        0G   0.02615  0.008811         0   0.03496         1       640    0.4986         1    0.9932    0.6878   0.01882  0.007304         0
   152/299        0G   0.02502  0.009248         0   0.03427         1       640    0.4962         1    0.9946    0.6758   0.01825   0.00709         0
   153/299        0G   0.02615  0.009102         0   0.03526         1       640    0.4416         1    0.9926    0.6237   0.02078  0.007551         0
   154/299        0G   0.02744  0.008331         0   0.03577         1       640     0.478         1    0.9931    0.6544   0.01904  0.007239         0
   155/299        0G   0.02419  0.008299         0   0.03249         0       640      0.42         1    0.9886    0.6654   0.01867  0.007658         0
   156/299        0G   0.02767  0.008697         0   0.03637         1       640    0.4379         1    0.9907    0.6383   0.01959  0.007576         0
   157/299        0G   0.02645  0.009121         0   0.03557         2       640    0.4459         1      0.99    0.6701   0.01861  0.007619         0
   158/299        0G   0.02478  0.009459         0   0.03424         2       640    0.4494         1     0.992    0.6918   0.01734    0.0073         0
   159/299        0G   0.02617  0.009533         0    0.0357         1       640    0.3902         1    0.9891    0.6951   0.01902  0.008069         0
   160/299        0G   0.02635  0.008845         0    0.0352         5       640     0.376         1     0.993    0.6529     0.019  0.007886         0
   161/299        0G   0.02776   0.00935         0   0.03711         2       640    0.3645         1    0.9899    0.6352   0.01972  0.008222         0
   162/299        0G   0.02658   0.00834         0   0.03492         1       640    0.3543         1    0.9827    0.6276   0.02135  0.008557         0
   163/299        0G   0.02634  0.008291         0   0.03463         4       640    0.4002         1    0.9817    0.6232   0.01992  0.008013         0
   164/299        0G   0.02571  0.008437         0   0.03415         1       640    0.4408         1    0.9901    0.7019   0.01766  0.007332         0
   165/299        0G   0.02403   0.00886         0   0.03289         2       640    0.4048         1    0.9882     0.677   0.01856  0.007567         0
   166/299        0G   0.02457  0.008539         0   0.03311         2       640    0.4265         1    0.9883    0.6938   0.01762  0.007507         0
   167/299        0G   0.02501  0.008485         0    0.0335         3       640    0.4342         1    0.9913    0.6628   0.01863  0.007293         0
   168/299        0G   0.02486  0.007674         0   0.03253         2       640    0.4745         1    0.9922    0.6993   0.01821  0.007066         0
   169/299        0G   0.02459   0.00931         0    0.0339         4       640    0.4463         1    0.9916    0.7046   0.01729  0.007353         0
   170/299        0G   0.02284  0.007455         0   0.03029         2       640    0.4287         1    0.9901    0.6965   0.01743  0.007475         0
   171/299        0G    0.0252  0.008857         0   0.03405         5       640    0.4583         1    0.9884    0.6634   0.01867  0.007416         0
   172/299        0G   0.02207  0.007299         0   0.02936         1       640    0.4756         1    0.9876    0.6861    0.0174   0.00727         0
   173/299        0G   0.02591  0.008429         0   0.03434         3       640    0.4835         1    0.9891    0.6613   0.01983  0.007432         0
   174/299        0G   0.02416  0.007814         0   0.03198         1       640    0.5049         1    0.9897    0.6651   0.01825  0.006885         0
   175/299        0G    0.0252   0.00979         0   0.03499         6       640    0.5037         1    0.9926    0.6858   0.01766  0.006889         0
   176/299        0G   0.02292  0.008699         0   0.03162         1       640    0.5115         1    0.9948    0.6813   0.01705  0.006828         0
   177/299        0G   0.02236   0.00868         0   0.03104         0       640    0.4914         1     0.995    0.6691   0.01676  0.006916         0
   178/299        0G   0.02446  0.008197         0   0.03266         1       640     0.432         1    0.9946    0.6946   0.01809  0.007406         0
   179/299        0G   0.02422  0.008332         0   0.03256         4       640     0.424         1    0.9942    0.7145   0.01648   0.00745         0
   180/299        0G   0.02214  0.007664         0   0.02981         1       640    0.4742         1    0.9947    0.7341   0.01621  0.006818         0
   181/299        0G   0.02305  0.007964         0   0.03102         1       640    0.4413         1    0.9952    0.7058   0.01671  0.006864         0
   182/299        0G   0.02392   0.00895         0   0.03287         2       640    0.4894         1     0.995    0.6713   0.01781  0.006789         0
   183/299        0G   0.02232  0.008211         0   0.03053         4       640     0.542         1    0.9951      0.69   0.01707  0.006571         0
   184/299        0G   0.02163  0.007138         0   0.02877         3       640    0.5242         1    0.9949    0.7054   0.01643  0.006678         0
   185/299        0G   0.02305  0.008434         0   0.03148         1       640     0.547         1    0.9946    0.6435   0.01992  0.006942         0
   186/299        0G   0.02445  0.008541         0     0.033         2       640    0.4987         1    0.9937    0.7088   0.01674  0.007038         0
   187/299        0G   0.02531  0.008274         0   0.03358         2       640    0.4785         1    0.9927    0.6792   0.01938  0.007417         0
   188/299        0G   0.02469  0.007937         0   0.03263         2       640     0.534         1    0.9945    0.7014   0.01679  0.006611         0
   189/299        0G   0.02716  0.008624         0   0.03578         4       640    0.4765         1     0.994    0.7234   0.01632  0.007107         0
   190/299        0G   0.02051  0.008446         0   0.02896         1       640    0.5352         1    0.9942    0.7562   0.01539  0.006598         0
   191/299        0G   0.02132  0.007528         0   0.02885         1       640    0.5106         1     0.994    0.7464   0.01574  0.006673         0
   192/299        0G   0.02257   0.00735         0   0.02992         2       640    0.5137         1    0.9945    0.7159   0.01728  0.006712         0
   193/299        0G   0.02262  0.007691         0   0.03031         2       640    0.5123         1    0.9951    0.7329    0.0163  0.006507         0
   194/299        0G   0.02033  0.006858         0   0.02719         2       640    0.5481         1    0.9952    0.7567   0.01508  0.006386         0
   195/299        0G   0.02047  0.007436         0   0.02791         1       640    0.5434         1    0.9952    0.7455   0.01508  0.006355         0
   196/299        0G   0.02125  0.007742         0   0.02899         1       640    0.5711         1    0.9951    0.7538   0.01494  0.006223         0
   197/299        0G   0.02292  0.007728         0   0.03065         2       640    0.5494         1    0.9949    0.7345   0.01638  0.006304         0
   198/299        0G   0.02126  0.007623         0   0.02888         2       640    0.5482         1    0.9951    0.7448   0.01539  0.006231         0
   199/299        0G   0.02285  0.008157         0     0.031         2       640    0.5648         1    0.9952    0.7516   0.01516  0.006186         0
   200/299        0G   0.02081  0.007651         0   0.02846         3       640    0.5351         1     0.995     0.756   0.01469  0.006176         0
   201/299        0G   0.02333  0.008186         0   0.03151         1       640    0.5111         1    0.9951    0.7172   0.01645  0.006322         0
   202/299        0G   0.02261  0.007431         0   0.03004         1       640    0.5159         1    0.9949    0.7635   0.01486   0.00636         0
   203/299        0G   0.02075  0.008315         0   0.02907         0       640    0.5233         1    0.9948    0.7593   0.01524  0.006351         0
   204/299        0G   0.02024  0.007437         0   0.02767         1       640    0.4909         1    0.9943    0.7379   0.01573  0.006551         0
   205/299        0G   0.02233  0.008101         0   0.03043         2       640    0.4606         1    0.9942    0.7401   0.01566  0.006717         0
   206/299        0G   0.02178   0.00787         0   0.02965         2       640    0.4874         1    0.9947    0.7485   0.01527  0.006551         0
   207/299        0G   0.02046  0.008176         0   0.02864         5       640    0.5062         1    0.9943    0.7495   0.01507  0.006516         0
   208/299        0G   0.02181  0.007789         0    0.0296         2       640    0.4886         1    0.9942    0.7525   0.01487  0.006527         0
   209/299        0G   0.01981   0.00824         0   0.02805         2       640    0.5079         1    0.9929    0.7171    0.0159  0.006587         0
   210/299        0G    0.0209  0.008001         0    0.0289         0       640    0.5022         1    0.9942    0.7537   0.01446  0.006467         0
   211/299        0G   0.02117  0.007828         0     0.029         3       640    0.5074         1    0.9948    0.7618   0.01419  0.006301         0
   212/299        0G   0.02083  0.007952         0   0.02878         3       640    0.4847         1    0.9936    0.7441   0.01446  0.006682         0
   213/299        0G   0.02162  0.007553         0   0.02917         2       640    0.5304         1    0.9946    0.7584   0.01425  0.006344         0
   214/299        0G   0.01987  0.007763         0   0.02763         2       640    0.4884         1    0.9943    0.7496   0.01421  0.006495         0
   215/299        0G    0.0204  0.008084         0   0.02848         1       640    0.5045         1    0.9946    0.7539   0.01416  0.006542         0
   216/299        0G   0.02043  0.008589         0   0.02902         4       640    0.5043         1    0.9942    0.7605   0.01409  0.006427         0
   217/299        0G   0.02096  0.008485         0   0.02944         4       640    0.5281         1    0.9948    0.7256   0.01547  0.006401         0
   218/299        0G    0.0201  0.007599         0    0.0277         4       640    0.5278         1     0.994    0.7401   0.01518  0.006483         0
   219/299        0G   0.02012  0.008433         0   0.02855         4       640    0.5221         1    0.9938    0.7608   0.01522  0.006629         0
   220/299        0G   0.01997  0.007461         0   0.02743         2       640    0.5006    0.9913    0.9903     0.738   0.01587  0.006662         0
   221/299        0G   0.02188  0.008519         0    0.0304         4       640    0.5463         1    0.9937    0.7644   0.01445  0.006372         0
   222/299        0G   0.01967  0.007989         0   0.02766         4       640    0.5238         1    0.9942    0.7609   0.01426   0.00646         0
   223/299        0G   0.02218  0.008381         0   0.03057         1       640    0.5338         1    0.9945    0.7533   0.01455   0.00638         0
   224/299        0G   0.02003  0.007012         0   0.02704         1       640    0.5437         1    0.9946     0.753   0.01453  0.006295         0
   225/299        0G   0.02062  0.006989         0   0.02761         1       640    0.5082         1    0.9948    0.7624   0.01443  0.006413         0
   226/299        0G   0.02114  0.007599         0   0.02874         0       640    0.5386         1     0.995    0.7468   0.01532  0.006422         0
   227/299        0G   0.02101  0.007424         0   0.02844         1       640    0.5273         1    0.9948     0.743   0.01443  0.006422         0
   228/299        0G   0.01868  0.007742         0   0.02642         2       640    0.5094         1    0.9943    0.7567   0.01426  0.006635         0
   229/299        0G   0.02176  0.008457         0   0.03022         1       640     0.494         1     0.993    0.7457   0.01485   0.00678         0
   230/299        0G   0.02013  0.007725         0   0.02786         4       640    0.5035         1     0.993    0.7611   0.01446  0.006673         0
   231/299        0G   0.02109  0.008805         0    0.0299         4       640    0.4943         1     0.993    0.7301   0.01488  0.006802         0
   232/299        0G   0.01978  0.008223         0     0.028         2       640    0.4798         1    0.9904    0.7462   0.01461  0.006995         0
   233/299        0G   0.01851  0.006918         0   0.02543         4       640    0.4711         1    0.9905    0.7606   0.01433  0.006944         0
   234/299        0G   0.02259  0.007753         0   0.03035         4       640    0.4564         1     0.989    0.7237   0.01621   0.00713         0
   235/299        0G   0.02014  0.007603         0   0.02774         4       640    0.4978         1    0.9929    0.7657   0.01388  0.006471         0
   236/299        0G   0.01987   0.00736         0   0.02723         2       640    0.4801         1    0.9912    0.7693   0.01364  0.006734         0
   237/299        0G   0.01955  0.007675         0   0.02723         1       640    0.4914         1    0.9913    0.7735   0.01359  0.006717         0
